Model,result,ic3_k,ic3_total_time,ic3_frame_sizes,ic3_solver,ind_solver,ic3_ind_gen_time,ic3_assert_time,ic3_check_sat_time,ic3_get_unsat_core_time,get_value_time,max_size
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_3,valid,6,0.878,27 24 21 18 9,1287,1133,0.588,0.364,0.221,0.004,0.067,36956
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_3_e1_2217_e3_1200,valid,6,0.861,26 23 20 17 8,1220,1068,0.574,0.335,0.252,0.004,0.066,36912
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_u1_e2_3403_e2_957,valid,5,0.603,14 10 9 8,997,893,0.423,0.252,0.15,0.003,0.035,36912
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/ILLINOIS_r4a,valid,5,0.501,14 10 7 5,811,713,0.324,0.189,0.135,0.002,0.034,38936
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i4_e6_2175,valid,5,0.264,17 15 12 7,478,385,0.162,0.115,0.059,0.003,0.015,33896
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i4_e7_1017_e6_1132,valid,5,0.415,9 7 4 3,753,642,0.285,0.19,0.096,0.002,0.025,35024
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/two_counters,valid,6,0.478,27 25 23 18 11,1029,887,0.348,0.233,0.093,0.003,0.027,35372
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e1_846_e7_397,valid,4,0.692,12 6 5,1061,968,0.48,0.364,0.119,0.002,0.034,36252
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e2_968_e4_801,invalid,4,13.714,72 49 32 12,7669,7367,11.084,8.582,2.336,0.009,0.692,176592
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e2_968_e5_991,invalid,4,14.711,76 57 36 13,7846,7533,11.804,9.081,2.579,0.012,0.787,175700
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_2,valid,6,5.851,19 17 15 11 6,753,631,4.627,0.216,5.289,0.005,0.083,141416
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_2_e2_1375_e1_418,valid,6,5.366,19 17 15 11 6,740,618,4.138,0.205,4.821,0.004,0.08,144124
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_2_e7_1826_e8_126,valid,6,5.844,19 17 15 11 6,746,624,4.642,0.217,5.285,0.004,0.081,146484
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/ILLINOIS_r4a,valid,5,113.093,15 12 11 5,777,674,71.866,3.577,102.64,0.003,0.094,426608
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/protocol/peterson_all,valid,4,1.42,8 4 0,607,542,0.955,0.172,0.963,0.001,0.049,83624
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_12_e2_1618_e1_6030,valid,6,1.282,23 21 19 15 8,1529,1376,0.845,0.457,0.37,0.004,0.079,57776
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_12_e2_1618_e2_138,valid,5,0.517,10 7 6 4,635,554,0.305,0.171,0.143,0.001,0.031,57536
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_u1,valid,6,0.52,15 13 12 10 6,854,743,0.342,0.208,0.125,0.002,0.04,39052
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e1_1116_e2_617,valid,4,0.436,9 6 2,719,646,0.299,0.231,0.07,0.002,0.021,35696
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e2_968_e1_956,invalid,3,5.672,56 38 16,4583,4368,4.534,3.443,0.999,0.01,0.242,99768
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_6,valid,6,5.891,23 21 18 13 7,831,695,4.502,0.256,5.218,0.004,0.088,131636
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_6_e2_3302,valid,6,78.396,24 22 19 14 8,941,797,58.308,0.33,77.535,0.005,0.132,290872
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_u1,valid,6,27.957,25 23 19 13 7,1354,1202,23.612,0.511,26.738,0.006,0.159,310660
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/two_counters,valid,6,0.505,24 22 20 16 9,838,697,0.332,0.162,0.179,0.003,0.05,34340
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_13_e3_1418_e3_2761,valid,6,3.777,42 37 32 22 10,3802,3544,2.758,1.442,1.235,0.006,0.249,60008
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_4,valid,5,1.743,38 33 23 12,2140,1952,1.147,0.638,0.473,0.004,0.121,57464
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_4_e2_2799_e1_1303,valid,5,1.869,41 36 24 12,2216,2022,1.21,0.68,0.515,0.005,0.133,59784
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_4_e2_2799_e2_2251,valid,6,3.367,32 27 20 14 10,3937,3695,2.425,1.387,0.933,0.005,0.232,59156
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_4_e3_4133,valid,5,1.741,34 28 22 10,2220,2038,1.182,0.655,0.5,0.005,0.117,57604
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_7,valid,5,8.65,68 58 41 22,7520,7202,6.978,4.516,2.226,0.012,0.435,94212
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e1_1116_e1_556,invalid,7,6.272,50 40 36 31 26 18 8,6589,6247,4.815,3.581,1.062,0.01,0.471,93188
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/_6counters,invalid,9,4.509,36 33 29 26 23 22 20 19 14,3592,3276,3.21,0.882,2.474,0.003,0.628,54956
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_4_e2_2799,valid,5,1.931,42 36 27 14,2400,2203,1.289,0.734,0.524,0.007,0.127,57704
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/twisted_counters,valid,6,0.808,21 19 15 12 9,1691,1540,0.625,0.408,0.163,0.003,0.04,37196
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_vt,valid,9,22.949,107 106 104 101 96 91 81 68,14728,14000,17.724,8.392,9.114,0.024,2.112,166712
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e1_152_e1_391,valid,7,0.905,18 17 14 13 11 5,1642,1472,0.679,0.451,0.181,0.005,0.051,37800
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/cd,valid,9,3.686,30 28 26 24 21 17 12 6,5500,5011,2.652,1.744,0.725,0.017,0.357,58064
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/twisted_counters,valid,6,1.398,28 25 21 18 14,1763,1561,1.019,0.425,0.598,0.004,0.113,42064
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/_6counters,invalid,9,2.983,35 32 28 25 21 20 17 16 11,4735,4383,2.242,1.375,0.614,0.006,0.331,58396
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e7_244_e1_823,valid,15,16.841,41 39 37 34 32 30 29 27 26 24 23 19 12 7,17056,16328,12.943,9.381,2.614,0.016,2.066,160844
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e1_190,valid,9,12.376,18 13 9 7 6 5 4 2,11768,11291,9.966,7.076,2.23,0.013,0.975,163876
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/protocol/rtp_all,valid,4,9.481,16 8 0,2091,1978,7.009,0.808,7.691,0.003,0.168,221316
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e2_968,invalid,3,6.695,64 40 14,5309,5044,5.25,3.988,1.163,0.011,0.348,93288
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e3_1275_e1_1350,invalid,4,26.36,104 92 63 25,12668,12300,22.427,16.229,5.322,0.017,1.103,324480
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e7_244,valid,14,27.42,36 34 31 29 27 24 23 21 16 15 13 9 5,20886,20168,21.533,14.417,5.622,0.037,3.093,161976
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e1_152,valid,9,2.602,23 22 19 18 15 13 11 5,4076,3816,2.107,1.296,0.562,0.005,0.17,58756
experimental-result-main/kind2-benchmarks-master/FunctionalChain/relatedCounters/relatedCounters_small_bounds,valid,12,5.765,10 9 8 7 6 5 4 3 2 1 0,7281,6972,4.999,3.315,1.176,0.003,0.358,96968
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6,valid,14,21.282,36 34 30 28 25 23 21 18 14 13 12 9 4,19888,19124,16.428,10.496,4.719,0.02,2.771,163588
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e2_968_e6_236,invalid,2,9.739,45 9,5082,4904,8.068,6.393,1.634,0.005,0.382,175024
experimental-result-main/kind2-benchmarks-master/FunctionalChain/relatedCounters/relatedCounters_small,valid,14,9.027,13 11 10 9 8 7 6 5 4 3 2 1 0,10215,9754,7.436,4.957,1.851,0.007,0.834,99768
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5,valid,14,24.194,45 43 40 38 36 32 31 29 26 25 21 14 8,20832,20129,19.012,12.65,5.053,0.018,2.811,161976
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2,valid,14,106.436,37 33 28 25 23 20 17 14 11 9 7 6 2,48734,47633,78.361,50.381,23.095,0.031,21.557,572848
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e4_987_e2_80,invalid,4,22.271,79 62 25 11,9100,8767,18.227,13.83,4.089,0.011,1.089,329216
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e2_968_e7_860,invalid,4,128.75,219 184 117 50,36373,35556,103.974,65.196,34.095,0.035,14.069,645368
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3_e7_334,invalid,2,0.04,1 0,37,14,0.011,0.014,0.005,0,0.004,32864
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e3_1275_e5_846,invalid,4,46.621,144 106 63 22,19860,19337,38.948,27.069,10.575,0.022,2.786,619988
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_8_e7_3752,valid,5,8.023,50 49 43 22,5278,5101,6.941,5.002,1.6,0.009,0.101,105416
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave29,valid,3,1.58,8 3,352,310,0.858,0.11,0.791,0.001,0.011,88700
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_8,valid,5,4.095,36 35 7 4,2744,2599,3.179,2.318,0.83,0.006,0.089,95312
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave30,valid,3,4.801,9 4,379,331,1.197,0.122,3.962,0.001,0.016,90936
